,Country,Crop,Year,average_rainfall_in_mm_per_year,pesticides_in_tons_used,avg_temp,hg/ha_yield
18981,Mexico,Cassava,1990,758.0,34468.93,16.69,75504
4298,Brazil,Sweet potatoes,2008,1761.0,312637.0,18.8,120398
25398,Spain,Sorghum,1999,636.0,33614.0,12.09,50000
3138,Brazil,Cassava,1996,1761.0,101621.67,17.83,117588
10062,Haiti,Sweet potatoes,2000,1440.0,27.85,26.76,30000
17636,Latvia,Wheat,1994,641.0,294.0,5.87,21078
20896,Mozambique,Sweet potatoes,2005,1032.0,770.88,22.27,71869
14511,India,Sweet potatoes,2013,1083.0,45620.0,26.37,101288
11719,India,Wheat,1996,1083.0,56114.0,26.65,24828
6646,Colombia,Yams,1996,3240.0,18131.0,22.07,109892
13462,India,Sweet potatoes,2007,1083.0,27422.77,24.6,86976
22595,Pakistan,Potatoes,2005,494.0,7914.31,27.21,180795
26266,Tajikistan,Potatoes,2009,691.0,258.1,8.42,231535
13817,India,Sweet potatoes,2009,1083.0,28707.01,26.31,90080
7235,Dominican Republic,Cassava,1999,1410.0,5398.0,26.62,64588
11429,India,Potatoes,1995,1083.0,61257.0,24.04,162720
19879,Mexico,Maize,2005,758.0,51741.99,16.7,29276
16143,Jamaica,Plantains and others,2008,2051.0,909.71,27.17,171829
17002,Japan,Soybeans,2010,1668.0,55576.0,15.8,16158
22336,Pakistan,Maize,2000,494.0,27885.0,27.12,17086
10325,Honduras,Soybeans,2009,1976.0,4344.36,24.77,20687
23516,Peru,Soybeans,2013,1738.0,17942.97,17.0,17893
27091,Turkey,Maize,2012,593.0,42610.59,11.45,73884
27473,Ukraine,"Rice, paddy",2012,565.0,90814.8,8.56,61938
1872,Azerbaijan,"Rice, paddy",1992,447.0,148.68,10.93,7292
5197,Burundi,Potatoes,1996,1274.0,207.1,21.18,28825
8227,Egypt,Soybeans,2000,51.0,4931.0,20.74,27199
14888,Indonesia,Potatoes,1999,2702.0,1597.0,26.82,147199
22664,Pakistan,Potatoes,2006,494.0,6925.13,23.28,133447
18281,Malawi,"Rice, paddy",1995,1181.0,173.19,20.86,15635
8998,Germany,Wheat,1998,700.0,33377.0,5.66,72035
1641,Australia,Sweet potatoes,2010,534.0,42169.39,18.0,305974
4420,Brazil,Yams,2009,1761.0,335742.0,26.3,94599
10783,India,Sorghum,1991,1083.0,72133.0,26.34,6553
22417,Pakistan,"Rice, paddy",2001,494.0,11871.0,27.28,27542
11573,India,Cassava,1996,1083.0,56114.0,25.75,238528
8325,Egypt,Soybeans,2008,51.0,9527.0,21.74,33601
11067,India,Maize,1993,1083.0,66388.0,25.66,16015
17444,Kenya,Potatoes,1994,630.0,3469.0,16.58,97108
21681,Norway,Wheat,2002,1414.0,799.19,3.57,40994
19206,Mexico,Sorghum,1993,758.0,34468.93,21.04,29408
14039,India,Cassava,2011,1083.0,55540.0,26.84,364770
3051,Brazil,Maize,1995,1761.0,92967.22,18.27,26005
15416,Iraq,Potatoes,1993,216.0,692.0,22.86,174739
18069,Madagascar,"Rice, paddy",1991,1513.0,131.0,19.79,20546
8301,Egypt,Wheat,2006,51.0,9781.0,21.15,64303
26946,Turkey,Potatoes,2007,593.0,48715.51,11.87,276422
28048,Zambia,Sweet potatoes,2012,1020.0,1670.0,20.8,39181
22745,Pakistan,Sorghum,2007,494.0,5935.96,23.33,6045
3921,Brazil,Yams,2004,1761.0,214725.0,27.72,92345
5744,Canada,Wheat,1996,537.0,35240.8,5.81,24304
5811,Canada,Soybeans,1999,537.0,44293.0,7.69,27698
13127,India,Wheat,2005,1083.0,35342.0,26.73,26016
24227,Saudi Arabia,Wheat,1999,59.0,2853.74,26.75,42526
12845,India,Potatoes,2004,1083.0,35113.0,25.59,188091
15155,Indonesia,Soybeans,2007,2702.0,1597.0,27.49,12908
8512,El Salvador,Sweet potatoes,2004,1784.0,2078.01,26.2,62585
13578,India,"Rice, paddy",2008,1083.0,14485.33,24.51,32509
9216,Ghana,Sweet potatoes,1998,1187.0,297.78,27.28,13617
20991,Namibia,Wheat,2001,285.0,56.0,20.37,60464
12389,India,Soybeans,2000,1083.0,44957.52,27.08,8222
10695,India,Cassava,1991,1083.0,72133.0,26.34,218925
26599,Turkey,Wheat,1992,593.0,27110.0,16.91,20405
26258,Tajikistan,Wheat,2007,691.0,247.9,8.69,23500
10811,India,Sweet potatoes,1991,1083.0,72133.0,26.9,83453
27327,Uganda,Soybeans,2010,1180.0,88.0,24.14,6000
15465,Iraq,Potatoes,1997,216.0,848.0,19.23,154474
25462,Spain,Sorghum,2002,636.0,40727.0,17.51,37970
15925,Italy,Maize,2007,832.0,80454.0,13.32,93120
19109,Mexico,Cassava,1992,758.0,34468.93,17.33,93194
12741,India,Soybeans,2002,1083.0,42482.56,27.15,7624
21903,Pakistan,Potatoes,1993,494.0,4945.0,23.08,122809
15684,Ireland,Potatoes,2006,1118.0,2766.64,10.0,332957
21750,Pakistan,Sweet potatoes,1990,494.0,5299.0,23.14,92141
15601,Iraq,Sorghum,2009,216.0,1429.27,20.26,14279
1891,Azerbaijan,Sorghum,1995,447.0,148.68,12.81,1317
12710,India,Sorghum,2002,1083.0,42482.56,27.67,7602
16190,Japan,Potatoes,1990,1668.0,79821.18,14.14,306736
11995,India,"Rice, paddy",1998,1083.0,49157.0,27.32,28805
8890,France,Wheat,2013,867.0,66497.29,11.01,72656
14821,Indonesia,"Rice, paddy",1997,2702.0,1597.0,27.37,44322
12384,India,Soybeans,2000,1083.0,44957.52,24.57,8222
25676,Spain,Sweet potatoes,2013,636.0,54197.0,17.0,161919
18298,Malawi,Cassava,1998,1181.0,131.59,20.92,54939
452,Argentina,Soybeans,1994,591.0,30195.0,18.31,20386
19321,Mexico,"Rice, paddy",1995,758.0,34468.93,25.01,46792
9600,Guatemala,Cassava,2005,1996.0,13506.02,19.99,14333
26272,Tajikistan,Potatoes,2010,691.0,262.1,8.98,239308
20824,Mozambique,"Rice, paddy",1994,1032.0,102.26,21.35,8345
24057,Rwanda,Wheat,2002,1212.0,106.34,19.77,6171
13504,India,Cassava,2008,1083.0,14485.33,25.88,335407
26337,Thailand,Cassava,1996,1622.0,21901.0,27.37,141581
3889,Brazil,Soybeans,2004,1761.0,214725.0,20.05,23005
14794,Indonesia,Soybeans,1996,2702.0,1597.0,26.83,11915
19773,Mexico,"Rice, paddy",2002,758.0,16189.88,16.37,45027
22124,Pakistan,Soybeans,1996,494.0,11955.0,22.61,12636
13843,India,Wheat,2009,1083.0,28707.01,27.82,29071
10364,Hungary,Maize,1990,589.0,12756.0,10.96,41577
10016,Haiti,Cassava,1995,1440.0,12.32,27.3,39234
21112,Nepal,Potatoes,2006,1500.0,128.73,15.92,130896
8248,Egypt,Maize,2002,51.0,5147.0,22.41,77656
19590,Mexico,Sorghum,1999,758.0,34468.93,20.86,29901
13102,India,Sweet potatoes,2005,1083.0,35342.0,25.48,88477
4037,Brazil,Cassava,2006,1761.0,238716.0,25.41,140463
24451,Senegal,Sorghum,2010,686.0,695.86,26.1,9331
26772,Turkey,Wheat,1999,593.0,33089.0,13.02,19409
16364,Japan,"Rice, paddy",1994,1668.0,79821.18,13.78,67703
25747,Sri Lanka,Maize,1998,1712.0,1532.41,27.13,11371
20202,Mexico,Maize,2010,758.0,63402.29,19.62,32599
14179,India,Wheat,2011,1083.0,55540.0,24.35,29886
8087,Egypt,Soybeans,1990,51.0,13214.0,20.73,25773
8380,Egypt,Sorghum,2012,51.0,13991.0,22.48,53034
16728,Japan,Yams,2002,1668.0,70262.54,13.42,206243
2908,Brazil,Sweet potatoes,1993,1761.0,75658.33,17.93,107920
4602,Brazil,Wheat,2011,1761.0,345026.0,18.01,26602
24726,South Africa,Maize,1996,495.0,19508.0,15.23,27043
28102,Zimbabwe,Sorghum,1995,657.0,2599.0,21.57,3369
22279,Pakistan,Potatoes,1999,494.0,20450.0,23.8,165413
23228,Papua New Guinea,Cassava,2001,3142.0,105.0,25.43,104167
10042,Haiti,Plantains and others,1998,1440.0,23.78,27.57,66801
12720,India,Sorghum,2002,1083.0,42482.56,25.07,7602
13100,India,Sweet potatoes,2005,1083.0,35342.0,26.28,88477
5787,Canada,Soybeans,1998,537.0,41275.6,8.72,27922
14331,India,Sweet potatoes,2012,1083.0,52980.0,27.03,97174
12324,India,Potatoes,2000,1083.0,44957.52,24.69,186443
9549,Guatemala,Potatoes,1998,1996.0,10834.74,20.36,213250
13024,India,Potatoes,2005,1083.0,35342.0,25.72,188908
12484,India,Potatoes,2001,1083.0,43720.04,26.02,183627
920,Australia,Soybeans,1992,534.0,22234.0,18.45,21141
27599,United Kingdom,Wheat,2001,1220.0,32893.1,9.69,70827
23611,Portugal,"Rice, paddy",1992,854.0,6117.0,15.95,51948
16038,Jamaica,Plantains and others,1992,2051.0,1415.65,27.25,155229
12430,India,Wheat,2000,1083.0,44957.52,26.05,27785
14635,Indonesia,Potatoes,1992,2702.0,825.0,26.96,143819
16461,Japan,Sweet potatoes,1996,1668.0,79821.18,15.32,233474
10717,India,Maize,1991,1083.0,72133.0,26.34,13763
23200,Papua New Guinea,Cassava,1997,3142.0,105.0,24.86,106667
25218,Spain,Wheat,1990,636.0,39562.0,12.68,23789
19865,Mexico,Wheat,2004,758.0,26433.14,24.92,44871
22006,Pakistan,Sweet potatoes,1994,494.0,6183.0,18.78,99148
15259,Indonesia,Soybeans,2010,2702.0,1597.0,27.25,13726
3206,Brazil,Sweet potatoes,1996,1761.0,101621.67,27.6,86415
24801,South Africa,Sweet potatoes,1998,495.0,24304.0,19.42,35722
21237,New Zealand,Potatoes,1994,1732.0,3515.0,12.89,438786
3210,Brazil,Sweet potatoes,1996,1761.0,101621.67,25.94,86415
27810,Uruguay,Wheat,2004,1300.0,9017.73,17.22,29704
2614,Brazil,Sweet potatoes,1990,1761.0,49695.0,27.07,101661
2006,Bahamas,Sweet potatoes,1998,1292.0,484.59,25.94,31724
26456,Tunisia,Potatoes,1990,207.0,909.0,19.34,136478
10386,Hungary,Soybeans,1993,589.0,10197.0,10.22,17175
51,Albania,Maize,2001,1485.0,628.79,16.59,38135
9891,Guyana,Yams,1998,2387.0,289.9,27.71,83772
7559,Ecuador,Soybeans,1993,2274.0,1844.0,22.15,17613
4910,Bulgaria,Potatoes,2006,608.0,2103.5,9.08,157758
2035,Bahamas,Maize,2009,1292.0,268.2,25.46,60000
1826,Austria,Maize,2004,1110.0,3301.7,8.76,96544
23928,Romania,Soybeans,2011,637.0,6582.9,11.26,19849
19495,Mexico,Maize,1998,758.0,34468.93,17.07,23429
13141,India,Wheat,2005,1083.0,35342.0,26.3,26016
17382,Kazakhstan,"Rice, paddy",2012,250.0,8674.58,2.5,37712
12614,India,Cassava,2002,1083.0,42482.56,26.66,272746
10069,Haiti,Sorghum,2001,1440.0,27.85,27.21,6250
24948,South Africa,Maize,2005,495.0,26857.0,16.29,36351
16679,Japan,Wheat,2001,1668.0,78735.45,15.47,35546
22123,Pakistan,Soybeans,1996,494.0,11955.0,18.72,12636
9913,Guyana,"Rice, paddy",2002,2387.0,289.9,27.17,41194
780,Armenia,Wheat,2004,562.0,204.77,9.55,23416
23683,Portugal,"Rice, paddy",2005,854.0,16353.0,16.43,55044
28104,Zimbabwe,Sweet potatoes,1995,657.0,2599.0,21.57,21012
10316,Honduras,Soybeans,2008,1976.0,5130.42,24.25,20598
14282,India,"Rice, paddy",2012,1083.0,52980.0,25.09,36909
18600,Mali,Sorghum,2000,282.0,17.59,27.51,8368
7437,Dominican Republic,Sorghum,2012,1410.0,6316.61,26.84,14585
17822,Lesotho,Potatoes,2005,788.0,0.53,14.89,164086
25706,Sri Lanka,Cassava,1993,1712.0,1753.2,26.37,93405
5237,Burundi,Sweet potatoes,2000,1274.0,109.87,21.32,62489
7628,Ecuador,Plantains and others,1996,2274.0,2407.0,21.69,88953
14273,India,"Rice, paddy",2012,1083.0,52980.0,25.39,36909
8354,Egypt,Soybeans,2010,51.0,11590.0,23.72,28453
22081,Pakistan,Maize,1996,494.0,11955.0,22.61,15884
6453,Chile,Potatoes,2007,1522.0,9830.72,12.31,152389
14532,India,Wheat,2013,1083.0,45620.0,26.61,31538
183,Algeria,Maize,2008,89.0,11556.12,17.55,44714
22608,Pakistan,"Rice, paddy",2005,494.0,7914.31,26.04,31742
25873,Sudan,Sorghum,2012,1712.0,2469.47,29.96,5481
9737,Guinea,Cassava,1998,1651.0,181.35,27.63,69024
10605,India,Sorghum,1990,1083.0,75000.0,25.44,8136
22550,Pakistan,Sorghum,2004,494.0,8903.48,27.94,6062
2600,Brazil,Soybeans,1990,1761.0,49695.0,17.77,17322
10331,Honduras,Potatoes,2010,1976.0,5736.63,24.49,146252
14265,India,"Rice, paddy",2012,1083.0,52980.0,27.03,36909
24361,Senegal,Sorghum,1994,686.0,547.3,24.94,8672
42,Albania,Wheat,1998,1485.0,439.89,16.27,28037
1913,Azerbaijan,Potatoes,1999,447.0,148.68,12.74,95214
14879,Indonesia,Cassava,1999,2702.0,1597.0,27.32,121763
20914,Mozambique,Potatoes,2008,1032.0,890.47,21.76,140000
14956,Indonesia,Maize,2001,2702.0,1597.0,26.81,28446
16991,Japan,Potatoes,2010,1668.0,55576.0,15.87,277576
199,Algeria,Potatoes,2011,89.0,13861.76,17.79,292806
1276,Australia,Potatoes,2001,534.0,32710.0,16.63,328633
4872,Bulgaria,Wheat,1998,608.0,3133.5,9.16,28058
6803,Colombia,Soybeans,2006,3240.0,98328.63,27.51,20000
15945,Italy,Sorghum,2008,832.0,79643.0,13.01,57960
25929,Suriname,Sweet potatoes,1995,2331.0,169.0,27.33,68750
6772,Colombia,Yams,2004,3240.0,105514.19,22.63,117050
5472,Cameroon,"Rice, paddy",2002,1604.0,815.79,25.26,11137
7035,Croatia,Maize,2013,1113.0,1836.21,11.58,65000
25153,South Africa,"Rice, paddy",2012,495.0,26857.0,19.14,27273
12957,India,Wheat,2004,1083.0,35113.0,26.41,27132
21002,Namibia,Sorghum,2005,285.0,56.0,20.46,2400
2004,Bahamas,Cassava,1998,1292.0,484.59,25.94,75000
11754,India,Cassava,1997,1083.0,52279.0,26.53,221117
1183,Australia,Wheat,1998,534.0,37215.0,13.61,19153
14477,India,Sorghum,2013,1083.0,45620.0,26.79,8502
25294,Spain,Sorghum,1994,636.0,31244.0,17.67,37951
12691,India,"Rice, paddy",2002,1083.0,42482.56,26.12,26163
21570,Niger,Sweet potatoes,2000,151.0,62.0,29.43,142029
21268,New Zealand,Maize,2002,1732.0,4170.0,13.28,76544
6487,Chile,Sweet potatoes,2010,1522.0,9830.72,12.69,92862
1485,Australia,Maize,2007,534.0,32446.25,18.02,49103
27672,United Kingdom,Wheat,2009,1220.0,21324.22,10.52,79284
5346,Burundi,Wheat,2013,1274.0,956.06,21.53,7276
20348,Mexico,"Rice, paddy",2012,758.0,64512.22,19.71,56231
6293,Chile,Potatoes,1990,1522.0,15373.0,12.88,150300
19227,Mexico,Wheat,1993,758.0,34468.93,22.11,40821
12755,India,Sweet potatoes,2002,1083.0,42482.56,26.15,85694
6407,Chile,Sweet potatoes,2001,1522.0,13156.09,13.16,69997
4287,Brazil,Soybeans,2008,1761.0,312637.0,18.8,28162
11581,India,Maize,1996,1083.0,56114.0,27.06,17094
8701,Estonia,Potatoes,2011,626.0,460.0,6.98,178361
1315,Australia,Maize,2002,534.0,26651.0,14.08,54929
15145,Indonesia,"Rice, paddy",2007,2702.0,1597.0,27.21,47052
1894,Azerbaijan,Maize,1996,447.0,148.68,11.96,17369
7481,Ecuador,Sweet potatoes,1990,2274.0,2537.0,22.12,59520
22558,Pakistan,Soybeans,2004,494.0,8903.48,23.78,12450
10857,India,Cassava,1992,1083.0,70791.0,23.79,232463
22761,Pakistan,Sweet potatoes,2007,494.0,5935.96,26.53,114454
22564,Pakistan,Soybeans,2004,494.0,8903.48,19.93,12450
451,Argentina,Soybeans,1994,591.0,30195.0,18.17,20386
2801,Brazil,Soybeans,1992,1761.0,67003.89,27.42,20352
7525,Ecuador,"Rice, paddy",1992,2274.0,2012.0,17.67,33254
11259,India,Potatoes,1994,1083.0,61357.0,25.01,166101
23603,Portugal,Maize,1991,854.0,9357.0,16.09,30411
9650,Guatemala,Sorghum,2010,1996.0,14898.25,19.85,17398
16135,Jamaica,Maize,2007,2051.0,909.71,27.61,11950
22510,Pakistan,Sweet potatoes,2002,494.0,10881.83,19.7,100385
25059,South Africa,Maize,2009,495.0,26857.0,20.71,49640
817,Australia,Potatoes,1990,534.0,17866.0,14.16,289832
14746,Indonesia,Potatoes,1995,2702.0,1597.0,26.74,165939
4291,Brazil,Sweet potatoes,2008,1761.0,312637.0,21.86,120398
25073,South Africa,Sorghum,2009,495.0,26857.0,18.67,32339
13701,India,Maize,2009,1083.0,28707.01,26.41,20238
17974,Libya,Potatoes,2010,56.0,3548.0,21.17,193849
17261,Kazakhstan,"Rice, paddy",2001,250.0,3007.26,7.23,28714
16250,Japan,Sweet potatoes,1991,1668.0,79821.18,13.32,205631
18609,Mali,Sorghum,2001,282.0,15.36,27.79,7370
22271,Pakistan,Maize,1999,494.0,20450.0,27.54,17169
11745,India,Cassava,1997,1083.0,52279.0,24.71,221117
12609,India,Wheat,2001,1083.0,43720.04,26.91,27081
13367,India,Potatoes,2007,1083.0,27422.77,25.95,164101
26550,Turkey,Maize,1991,593.0,24343.0,18.94,42489
17351,Kazakhstan,Wheat,2009,250.0,8716.14,6.77,11941
19432,Mexico,Maize,1997,758.0,34468.93,20.99,23840
10945,India,Sorghum,1992,1083.0,70791.0,23.79,9820
21131,Nepal,Maize,2010,1500.0,332.01,15.96,21186
22517,Pakistan,Wheat,2002,494.0,10881.83,25.61,22621
13605,India,Soybeans,2008,1083.0,14485.33,27.05,10415
17685,Lebanon,Maize,1993,661.0,1221.0,19.14,18919
5670,Canada,Wheat,1993,537.0,29296.5,4.52,22027
1228,Australia,Maize,2000,534.0,33475.0,17.08,49360
852,Australia,Maize,1991,534.0,17866.0,12.22,39938
27355,Uganda,Sweet potatoes,2013,1180.0,88.0,24.13,40059
15519,Iraq,Soybeans,2001,216.0,837.47,20.8,12000
4814,Brazil,Yams,2013,1761.0,367778.0,27.11,96078
1174,Australia,Sweet potatoes,1998,534.0,37215.0,16.28,276923
13340,India,Maize,2007,1083.0,27422.77,26.0,23352
12018,India,Sorghum,1998,1083.0,49157.0,27.32,8592
8001,Ecuador,Maize,2011,2274.0,17529.44,21.78,16672
6311,Chile,Maize,1992,1522.0,15373.0,12.93,84884
8128,Egypt,Sorghum,1993,51.0,4175.0,21.79,53366
7600,Ecuador,Plantains and others,1995,2274.0,2658.0,17.7,82605
1808,Austria,Soybeans,1998,1110.0,3340.3,9.01,25189
22996,Pakistan,Sorghum,2011,494.0,1979.27,19.53,6417
23772,Qatar,Potatoes,2002,74.0,68.0,28.25,75000
3937,Brazil,Cassava,2005,1761.0,232232.0,24.79,136059
17803,Lesotho,Sorghum,1999,788.0,0.3,15.34,11089
19774,Mexico,"Rice, paddy",2002,758.0,16189.88,21.5,45027
11144,India,Soybeans,1993,1083.0,66388.0,25.22,10857
2390,Belarus,Wheat,1996,618.0,8306.31,5.32,21989
11025,India,Wheat,1992,1083.0,70791.0,26.37,23940
7307,Dominican Republic,"Rice, paddy",2004,1410.0,3713.96,26.71,43044
2050,Bahamas,Maize,2013,1292.0,268.2,25.88,74465
11978,India,"Rice, paddy",1998,1083.0,49157.0,26.35,28805
13554,India,Potatoes,2008,1083.0,14485.33,25.23,192973
11269,India,Potatoes,1994,1083.0,61357.0,26.55,166101
12385,India,Soybeans,2000,1083.0,44957.52,26.18,8222
688,Argentina,"Rice, paddy",2010,591.0,105915.04,17.84,57646
23551,Poland,Wheat,2000,600.0,8848.0,9.56,32268
24389,Senegal,Potatoes,1999,686.0,470.87,24.93,157460
4353,Brazil,Potatoes,2009,1761.0,335742.0,18.84,248299
4742,Brazil,Potatoes,2013,1761.0,367778.0,21.59,277517
21818,Pakistan,Sweet potatoes,1991,494.0,5962.0,22.48,101190
1413,Australia,"Rice, paddy",2005,534.0,34310.0,18.03,66168
15270,Indonesia,Cassava,2011,2702.0,1597.0,25.38,202955
20582,Morocco,Wheat,1997,346.0,12214.0,18.65,9292
15735,Italy,Sorghum,1992,832.0,88227.6,12.89,59232
23298,Papua New Guinea,Cassava,2012,3142.0,105.0,25.14,98926
13162,India,Cassava,2006,1083.0,37423.0,27.15,321132
8947,Germany,Soybeans,1994,700.0,26330.0,6.64,20000
20220,Mexico,"Rice, paddy",2010,758.0,63402.29,19.38,51901
2558,Brazil,Maize,1990,1761.0,49695.0,20.29,18735
8735,Finland,Potatoes,2005,536.0,1431.04,5.8,256990
14287,India,Sorghum,2012,1083.0,52980.0,27.03,9568
21595,Niger,Potatoes,2005,151.0,24.75,30.02,102308
11903,India,Wheat,1997,1083.0,52279.0,25.46,26789
4311,Brazil,Wheat,2008,1761.0,312637.0,24.26,25497
26278,Tajikistan,Potatoes,2011,691.0,264.6,8.45,235049
8355,Egypt,Sweet potatoes,2010,51.0,11590.0,22.46,306078
9709,Guinea,Cassava,1994,1651.0,39.0,27.03,70505
4586,Brazil,Soybeans,2011,1761.0,345026.0,24.32,31214
2815,Brazil,Sweet potatoes,1992,1761.0,67003.89,24.24,104452
8340,Egypt,Soybeans,2009,51.0,9013.0,22.63,31252
10832,India,Wheat,1991,1083.0,72133.0,25.85,22814
20760,Morocco,Soybeans,2011,346.0,13697.0,18.59,10000
14203,India,Cassava,2012,1083.0,52980.0,25.82,385818
22074,Pakistan,Wheat,1995,494.0,7681.0,22.61,20811
25673,Spain,Soybeans,2013,636.0,54197.0,17.0,28000
6083,Canada,Maize,2012,537.0,73508.9,10.51,92109
10205,Honduras,Potatoes,1995,1976.0,7800.0,24.95,108075
798,Armenia,Wheat,2010,562.0,278.72,11.31,21192
23723,Portugal,Maize,2012,854.0,12444.24,16.24,83042
9293,Ghana,Sweet potatoes,2010,1187.0,378.97,27.57,16904
19039,Mexico,Cassava,1991,758.0,34468.93,16.42,78776
8798,France,Sorghum,1997,867.0,109792.0,11.59,66645
18798,Mauritania,Potatoes,2002,92.0,3.2,27.84,51282
9603,Guatemala,Potatoes,2005,1996.0,13506.02,19.99,268403
27624,United Kingdom,Potatoes,2005,1220.0,31415.27,10.24,435153
20957,Namibia,Maize,1991,285.0,39.0,19.92,11950
8634,Eritrea,Potatoes,2006,383.0,27.63,24.7,78493
2095,Bangladesh,Maize,1991,2666.0,1287.0,25.85,9781
1804,Austria,Soybeans,1997,1110.0,3689.6,8.37,22000
19240,Mexico,Maize,1994,758.0,34468.93,21.46,22255
23649,Portugal,Wheat,1998,854.0,14389.0,16.4,10151
10755,India,"Rice, paddy",1991,1083.0,72133.0,25.32,26271
9270,Ghana,"Rice, paddy",2007,1187.0,119.86,27.16,17015
6740,Colombia,Maize,2002,3240.0,84023.26,22.73,22773
18309,Malawi,"Rice, paddy",1999,1181.0,123.64,20.26,20279
14091,India,"Rice, paddy",2011,1083.0,55540.0,24.35,35878
19483,Mexico,Wheat,1997,758.0,34468.93,21.9,47347
21395,Nicaragua,"Rice, paddy",2000,2280.0,3925.63,26.73,31201
24424,Senegal,Maize,2006,686.0,511.93,25.32,13919
11545,India,Wheat,1995,1083.0,61257.0,25.5,25590
535,Argentina,Wheat,1999,591.0,62831.39,17.15,23028
22157,Pakistan,Potatoes,1997,494.0,16936.0,23.76,112295
12449,India,Cassava,2001,1083.0,43720.04,25.33,266998
18023,Lithuania,Potatoes,2001,656.0,726.09,6.75,102868
18136,Madagascar,Sweet potatoes,1999,1513.0,49.52,19.82,56522
15434,Iraq,Soybeans,1994,216.0,692.0,23.47,13846
13053,India,"Rice, paddy",2005,1083.0,35342.0,26.3,31537
25250,Spain,Sorghum,1992,636.0,31839.0,16.35,56207
24326,Saudi Arabia,Maize,2013,59.0,5412.5,27.78,61024
7424,Dominican Republic,Yams,2011,1410.0,6316.61,26.79,67133
14267,India,"Rice, paddy",2012,1083.0,52980.0,24.37,36909
20648,Morocco,Soybeans,2002,346.0,14249.71,18.19,10000
23904,Romania,Soybeans,2007,637.0,6314.0,12.99,12450
7530,Ecuador,Soybeans,1992,2274.0,2012.0,21.94,16420
18301,Malawi,Potatoes,1998,1181.0,131.59,20.92,104774
24697,South Africa,Maize,1995,495.0,18025.0,19.23,13800
12421,India,Wheat,2000,1083.0,44957.52,25.93,27785
1334,Australia,Sorghum,2002,534.0,26651.0,18.93,24561
24243,Saudi Arabia,Wheat,2001,59.0,3194.48,26.6,49081
3517,Brazil,Wheat,1999,1761.0,127585.0,18.39,19699
20492,Morocco,Sorghum,1991,346.0,9771.14,17.47,4712
3807,Brazil,Wheat,2002,1761.0,145552.0,22.5,14754
14999,Indonesia,Potatoes,2002,2702.0,1597.0,27.71,155903
24605,South Africa,Sweet potatoes,1991,495.0,16582.0,18.86,36715
22636,Pakistan,Sweet potatoes,2005,494.0,7914.31,18.75,112584
18726,Mauritania,Yams,1991,92.0,39.09,27.38,65315
10274,Honduras,Cassava,2004,1976.0,3034.91,24.68,38661
8423,El Salvador,Soybeans,1992,1784.0,3940.77,26.22,26857
12877,India,"Rice, paddy",2004,1083.0,35113.0,25.95,29756
4652,Brazil,Potatoes,2012,1761.0,346583.0,24.84,274457
19387,Mexico,"Rice, paddy",1996,758.0,34468.93,22.91,45412
25817,Sri Lanka,Sweet potatoes,2007,1712.0,1439.8,26.57,75283
19377,Mexico,Potatoes,1996,758.0,34468.93,25.06,204570
9255,Ghana,Plantains and others,2005,1187.0,166.16,27.06,96276
12370,India,Sorghum,2000,1083.0,44957.52,27.03,7639
19647,Mexico,Sorghum,2000,758.0,34468.93,16.11,30762
14201,India,Cassava,2012,1083.0,52980.0,24.37,385818
7581,Ecuador,Sorghum,1994,2274.0,2670.0,21.46,8923
8844,France,Potatoes,2006,867.0,71612.0,11.79,401909
6197,Central African Republic,"Rice, paddy",1999,1342.0,22.87,25.05,15000
15886,Italy,"Rice, paddy",2004,832.0,83810.0,7.74,66317
7216,Dominican Republic,Yams,1997,1410.0,3846.0,27.18,51088
13481,India,Wheat,2007,1083.0,27422.77,25.66,27079
15765,Italy,Soybeans,1994,832.0,81217.6,13.53,33501
26154,Switzerland,Maize,2010,1537.0,2059.6,7.06,84922
7655,Ecuador,Plantains and others,1997,2274.0,7612.0,23.0,83753
22566,Pakistan,Sweet potatoes,2004,494.0,8903.48,25.55,113473
20697,Morocco,Potatoes,2007,346.0,13697.0,17.93,247975
20850,Mozambique,Maize,1998,1032.0,51.98,22.22,9006
24537,Slovenia,Soybeans,2009,1162.0,1162.87,11.06,29242
295,Angola,Sweet potatoes,2002,1010.0,40.0,24.79,42190
24437,Senegal,Potatoes,2008,686.0,603.9,25.5,113000
1559,Australia,Wheat,2008,534.0,42935.38,19.79,10788
19300,Mexico,Cassava,1995,758.0,34468.93,19.87,109610
27907,Zambia,Maize,1994,1020.0,1080.0,21.2,15025
26522,Tunisia,Potatoes,2013,207.0,422.24,20.0,160417
6747,Colombia,Sorghum,2002,3240.0,84023.26,27.77,35000
2498,Botswana,Wheat,1996,416.0,17.0,19.1,19009
